Category,Masseges
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDÃ¥Ã•S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,"Sorry,  in meeting I'll call you later"
ham,Yo! Howz u? girls never rang after india. L
ham,Yeah but which is worse for i
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,I tagged MY friends that you seemed to count as YOUR friends.
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Ok...
ham,Long time. You remember me today.
ham,Havent shopping now lor i juz arrive only
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,Are you up for the challenge? I know i am :)
ham,How much did ur hdd casing cost.
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,I can't describe how lucky you are that I'm actually awake by noon
spam,This is the 2nd time we have tried to contact u. U have won the Ã¥Â£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Cheers for the card ... Is it that time of year already?
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Ugh hopefully the asus ppl dont randomly do a reformat.
ham,"Haven't seen my facebook, huh? Lol!"
ham,"Mah b, I'll pick it up tomorrow"
ham,Still otside le..u come 2morrow maga..
ham,Do u still have plumbers tape and a wrench we could borrow?
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,It vl bcum more difficult..
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÃ¥Â£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Havent still waitin as usual... ÃŒÃ come back sch oredi?
ham,In meeting da. I will call you
ham,K k :-):-) then watch some films.
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ÃŒ_ cut ur hair. 
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,Howz that persons story
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,X2  &lt;#&gt; . Are you going to get that
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItÃ¥Ã•s the least a unique person like u deserve. Sleep tight or morning
spam,UR awarded a City Break and could WIN a Ã¥Â£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+Ã¥Â£1.50perWKsub
ham,Is ur paper today in e morn or aft?
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,And you! Will expect you whenever you text! Hope all goes well tomo 
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
ham,"I av a new number,  . Wil u only use this one,ta."
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,No de.am seeing in online shop so that i asked.
ham,Just curious because my cuz asked what I was up to
ham,Nice.nice.how is it working?
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,She's good. How are you. Where r u working now
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,At home also.
ham,This phone has the weirdest auto correct.
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,We got a divorce. Lol. She.s here
ham,What's ur pin?
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,I want snow. It's just freezing and windy.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Ã¥Â£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,Don know:)this week i'm going to tirunelvai da.
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,Well that must be a pain to catch
ham,Sorry da thangam.it's my mistake.
ham,I need... Coz i never go before 
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,Wife.how she knew the time of murder exactly
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,No plm i will come da. On the way.
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,Yup ÃŒ_ not comin :-(
ham,"Yes, princess. Toledo."
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,Good. No swimsuit allowed :)
ham,Am okay. Will soon be over. All the best
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,Ok i've sent u da latest version of da project.
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Pls accept me for one day. Or am begging you change the number.
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,* You gonna ring this weekend or wot?
ham,Also track down any lighters you can find
ham,"Sorry, I can't help you on this."
ham,"Babe, I need your advice"
ham,"IÂ‰Ã›Ã·ll leave around four, ok?"
ham,Come to medical college at 7pm ......forward it da
ham,K:)k..its good:)when are you going?
ham,I can make lasagna for you... vodka...
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,"No, but you told me you were going, before you got drunk!"
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
spam,"Congratulations! Thanks to a good friend U have WON the Ã¥Â£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,I'm always looking for an excuse to be in the city.
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,O shore are you takin the bus
ham,So u gonna get deus ex?
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,Ok then i come n pick u at engin?
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,Raviyog Peripherals bhayandar east
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
spam,You have 1 new voicemail. Please call 08719181513.
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,Thanx a lot...
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,Its a great day. Do have yourself a beautiful one.
ham,What happened in interview?
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ÃŒ_ need to leave... 
ham,Hey you around? I've got enough for a half + the ten I owe you
ham,Hey tmr maybe can meet you at yck
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,Not to worry. I'm sure you'll get it.
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
ham,Dear good morning how you feeling dear
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham,Dunno lei ÃŒ_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
